val,11200,72
val,11240,76
val,11280,77
val,11320,73
val,11360,72
val,11400,70
val,11440,66
val,11480,61
val,11520,55
val,11560,49
val,11600,44
val,11640,41
val,11680,38
val,11720,50
val,11760,61
val,11800,63
val,11840,63
val,11880,62
val,11920,61
val,11960,60
val,12000,59
val,12040,58
val,12080,58
val,12120,57
val,12160,58
val,12200,55
val,12240,57
val,12280,57
val,12320,57
val,12360,58
val,12400,58
val,12440,56
val,12480,52
val,12520,52
val,12560,55
val,12600,58
val,12640,58
val,12680,55
val,12720,52
val,12760,54
val,12800,58
val,12840,57
val,12880,59
val,12920,60
val,12960,60
val,13000,60
val,13040,60
val,13080,60
val,13120,59
val,13160,60
val,13200,60
val,13240,61
val,13280,60
val,13320,60
val,13360,59
val,13400,58
val,13440,59
val,13480,58
val,13520,59
val,13560,60
val,13600,60
val,13640,60
val,13680,60
val,13720,59
val,13760,59
val,13800,58
val,13840,57
val,13880,58
val,13920,58
val,13960,58
val,14000,58
val,14040,58
val,14080,59
val,14120,59
val,14160,60
val,14200,60
val,14240,60
val,14280,59
val,14320,59
val,14360,58
val,14400,58
val,14440,57
val,14480,56
val,14520,57
val,14560,55
val,14600,54
val,14640,51
val,14680,49
val,14720,53
val,14760,56
val,14800,58
val,14840,59
val,14880,62
val,14920,62
val,14960,62
val,15000,62
val,15040,62
val,15080,60
val,15120,59
val,15160,61
val,15200,62
val,15240,62
val,15280,61
val,15320,60
val,15360,59
val,15400,58
val,15440,56
val,15480,55
val,15520,52
val,15560,50
val,15600,48
val,15640,47
val,15680,46
val,15720,45
val,15760,45
val,15800,44
val,15840,44
val,15880,43
val,15920,43
val,15960,39
val,16000,38
val,16040,39
val,16080,38
val,16120,36
val,16160,36
val,16200,34
val,16240,34
val,16280,33
val,16320,32
val,16360,32
val,16400,32
val,16440,32
val,16480,31
val,16520,31
val,16560,30
val,16600,30
val,16640,30
val,16680,31
val,16720,30
val,16760,30
val,16800,30
val,16840,30
val,16880,30
val,16920,30
val,16960,29
val,17000,29
val,17040,29
val,17080,28
val,17120,29
val,17160,28
val,17200,28
val,17240,28
val,17280,28
val,17320,31
val,17360,29
val,17400,29
val,17440,29
val,17480,28
val,17520,28
val,17560,28
val,17600,28
val,17640,28
val,17680,28
val,17720,27
val,17760,28
val,17800,28
val,17840,27
val,17880,27
val,17920,27
val,17960,30
val,18000,28
val,18040,28
val,18080,28
val,18120,28
val,18160,28
val,18200,28
val,18240,29
val,18280,32
val,18320,38
val,18360,58
val,18400,58
val,18440,55
val,18480,54
val,18520,54
val,18560,55
val,18600,59
val,18640,56
val,18680,54
val,18720,53
val,18760,53
val,18800,53
val,18840,52
val,18880,54
val,18920,54
val,18960,54
val,19000,50
val,19040,47
val,19080,41
val,19120,41
val,19160,38
val,19200,37
val,19240,42
val,19280,36
val,19320,39
val,19360,42
val,19400,47
val,19440,50
val,19480,51
val,19520,51
val,19560,50
val,19600,50
val,19640,51
val,19680,53
val,19720,53
val,19760,54
val,19800,54
val,19840,54
val,19880,59
val,19920,54
val,19960,53
val,20000,53
val,20040,52
val,20080,52
val,20120,52
val,20160,52
val,20200,53
val,20240,53
val,20280,53
val,20320,53
val,20360,53
val,20400,52
val,20440,51
val,20480,51
val,20520,56
val,20560,49
val,20600,47
val,20640,45
val,20680,45
val,20720,45
val,20760,47
val,20800,45
val,20840,38
val,20880,34
val,20920,36
val,20960,35
val,21000,35
val,21040,35
val,21080,36
val,21120,33
val,21160,40
val,21200,35
val,21240,31
val,21280,30
val,21320,30
val,21360,29
val,21400,29
val,21440,28
val,21480,28
val,21520,28
val,21560,28
val,21600,26
val,21640,25
val,21680,25
val,21720,25
val,21760,25
val,21800,31
val,21840,26
val,21880,26
val,21920,25
val,21960,25
val,22000,26
val,22040,26
val,22080,25
val,22120,26
val,22160,26
val,22200,25
val,22240,26
val,22280,26
val,22320,26
val,22360,26
val,22400,26
val,22440,31
val,22480,26
val,22520,26
val,22560,26
val,22600,26
val,22640,25
val,22680,26
val,22720,26
val,22760,26
val,22800,26
val,22840,26
val,22880,26
val,22920,25
val,22960,26
val,23000,26
val,23040,25
val,23080,30
val,23120,26
val,23160,25
val,23200,26
val,23240,26
val,23280,28
val,23320,29
val,23360,30
val,23400,32
val,23440,35
val,23480,38
val,23520,46
val,23560,58
val,23600,59
val,23640,53
val,23680,48
val,23720,50
val,23760,46
val,23800,46
val,23840,47
val,23880,50
val,23920,53
val,23960,56
val,24000,56
val,24040,52
val,24080,49
val,24120,48
val,24160,48
val,24200,49
val,24240,47
val,24280,45
val,24320,42
val,24360,44
val,24400,41
val,24440,41
val,24480,42
val,24520,41
val,24560,37
val,24600,36
val,24640,35
val,24680,36
val,24720,35
val,24760,35
val,24800,33
val,24840,33
val,24880,33
val,24920,33
val,24960,31
val,25000,31
val,25040,27
val,25080,26
val,25120,25
val,25160,24
val,25200,24
val,25240,25
val,25280,23
val,25320,21
val,25360,20
val,25400,21
val,25440,20
val,25480,20
val,25520,19
val,25560,20
val,25600,21
val,25640,21
val,25680,20
val,25720,20
val,25760,19
val,25800,20
val,25840,20
val,25880,19
val,25920,20
val,25960,20
val,26000,19
val,26040,21
val,26080,20
val,26120,20
val,26160,20
val,26200,19
val,26240,20
val,26280,19
val,26320,20
val,26360,18
val,26400,15
val,26440,14
val,26480,20
val,26520,21
val,26560,17
val,26600,16
val,26640,20
val,26680,19
val,26720,21
val,26760,21
val,26800,19
val,26840,21
val,26880,21
val,26920,20
val,26960,20
val,27000,23
val,27040,21
val,27080,18
val,27120,18
val,27160,19
val,27200,18
val,27240,19
val,27280,19
val,27320,20
val,27360,21
val,27400,20
val,27440,20
val,27480,20
val,27520,19
val,27560,17
val,27600,19
val,27640,18
val,27680,20
val,27720,20
val,27760,21
val,27800,21
val,27840,20
val,27880,20
val,27920,20
val,27960,20
val,28000,21
val,28040,21
val,28080,21
val,28120,21
val,28160,21
val,28200,18
val,28240,21
val,28280,22
val,28320,22
val,28360,24
val,28400,23
val,28440,23
val,28480,24
val,28520,22
val,28560,25
val,28600,25
val,28640,30
val,28680,32
val,28720,33
val,28760,34
val,28800,37
val,28840,35
val,28880,37
val,28920,38
val,28960,38
val,29000,39
val,29040,41
val,29080,44
val,29120,45
val,29160,47
val,29200,48
val,29240,50
val,29280,53
val,29320,53
val,29360,54
val,29400,56
val,29440,57
val,29480,57
val,29520,57
val,29560,49
val,29600,41
val,29640,43
val,29680,46
val,29720,45
val,29760,45
val,29800,40
val,29840,38
val,29880,37
val,29920,36
val,29960,35
val,30000,36
val,30040,37
val,30080,35
val,30120,30
val,30160,36
val,30200,41
val,30240,45
val,30280,39
val,30320,42
val,30360,42
val,30400,43
val,30440,41
val,30480,43
val,30520,43
val,30560,44
val,30600,47
val,30640,51
val,30680,54
val,30720,56
val,30760,53
val,30800,60
val,30840,63
val,30880,63
val,30920,64
val,30960,64
val,31000,63
val,31040,61
val,31080,58
val,31120,57
val,31160,56
val,31200,54
val,31240,52
val,31280,50
val,31320,48
val,31360,47
val,31400,43
val,31440,44
val,31480,35
val,31520,30
val,31560,30
val,31600,31
val,31640,31
val,31680,32
val,31720,29
val,31760,29
val,31800,29
val,31840,29
val,31880,30
val,31920,30
val,31960,30
val,32000,30
val,32040,26
val,32080,30
val,32120,30
val,32160,29
val,32200,30
val,32240,30
val,32280,30
val,32320,30
val,32360,29
val,32400,30
val,32440,30
val,32480,30
val,32520,30
val,32560,31
val,32600,30
val,32640,30
val,32680,27
val,32720,30
val,32760,30
val,32800,30
val,32840,30
val,32880,31
val,32920,31
val,32960,30
val,33000,31
val,33040,31
val,33080,31
val,33120,31
val,33160,31
val,33200,31
val,33240,31
val,33280,31
val,33320,29
val,33360,31
val,33400,31
val,33440,35
val,33480,35
val,33520,43
val,33560,54
val,33600,69
val,33640,69
val,33680,63
val,33720,58
val,33760,54
val,33800,53
val,33840,52
val,33880,48
val,33920,44
val,33960,47
val,34000,59
val,34040,61
val,34080,56
val,34120,53
val,34160,49
val,34200,44
val,34240,42
val,34280,45
val,34320,44
val,34360,37
val,34400,33
val,34440,35
val,34480,38
val,34520,39
val,34560,38
val,34600,33
val,34640,33
val,34680,40
val,34720,43
val,34760,44
val,34800,44
val,34840,38
val,34880,33
val,34920,37
val,34960,38
val,35000,34
val,35040,32
val,35080,32
val,35120,31
val,35160,29
val,35200,28
val,35240,28
val,35280,29
val,35320,28
val,35360,27
val,35400,26
val,35440,26
val,35480,25
val,35520,24
val,35560,25
val,35600,24
val,35640,23
val,35680,22
val,35720,21
val,35760,21
val,35800,21
val,35840,21
val,35880,23
val,35920,22
val,35960,21
val,36000,22
val,36040,22
val,36080,21
val,36120,22
val,36160,22
val,36200,21
val,36240,21
val,36280,21
val,36320,21
val,36360,21
val,36400,22
val,36440,20
val,36480,20
val,36520,21
val,36560,22
val,36600,21
val,36640,21
val,36680,21
val,36720,21
val,36760,21
val,36800,21
val,36840,20
val,36880,22
val,36920,21
val,36960,19
val,37000,20
val,37040,22
val,37080,20
val,37120,19
val,37160,22
val,37200,21
val,37240,22
val,37280,22
val,37320,20
val,37360,23
val,37400,20
val,37440,31
val,37480,38
val,37520,41
val,37560,46
val,37600,56
val,37640,59
val,37680,59
val,37720,57
val,37760,54
val,37800,60
val,37840,53
val,37880,51
val,37920,50
val,37960,47
val,38000,44
val,38040,33
val,38080,28
val,38120,28
val,38160,30
val,38200,30
val,38240,35
val,38280,39
val,38320,41
val,38360,43
val,38400,45
val,38440,53
val,38480,49
val,38520,50
val,38560,50
val,38600,50
val,38640,51
val,38680,51
val,38720,51
